x,Curve1
0.22158,0.0027576
0.23414,0.0031033
0.25198,0.0035602
0.27248,0.0040253
0.28967,0.0043258
0.30488,0.0046633
0.32471,0.0049926
0.34191,0.0053095
0.36638,0.005684
0.41399,0.0064414
0.47749,0.0071987
0.54099,0.0078901
0.62567,0.0085156
0.73684,0.0089764
0.8639,0.009042
0.9804,0.0086795
1.07572,0.0081524
1.16046,0.0075266
1.23462,0.0068349
1.30348,0.0061102
1.36176,0.0053856
1.42533,0.004661
1.47831,0.0039035
1.53129,0.0031459
1.58427,0.0023884
1.63195,0.0016309
1.67964,0.0008733
